Country,EdLevel,Age,YearsCodePro,Salary
United States of America,Bachelor degree,55-64 years old,38.0,156000.0
United States of America,Less than a Bachelors,35-44 years old,20.0,200000.0
United States of America,Master degree,55-64 years old,37.0,80000.0
India,Master degree,25-34 years old,7.0,46496.0
United Kingdom of Great Britain and Northern Ireland,Post grad,25-34 years old,7.0,74878.0
Brazil,Post grad,45-54 years old,13.0,26213.0
Germany,Post grad,25-34 years old,4.0,52207.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,35-44 years old,12.0,122527.0
Canada,Bachelor degree,18-24 years old,2.0,69310.0
Germany,Bachelor degree,25-34 years old,10.0,92812.0
United States of America,Master degree,25-34 years old,8.0,162000.0
India,Bachelor degree,25-34 years old,6.0,24410.0
United States of America,Bachelor degree,25-34 years old,6.0,150000.0
United States of America,Less than a Bachelors,35-44 years old,4.0,88400.0
Italy,Less than a Bachelors,25-34 years old,6.0,38285.0
United States of America,Bachelor degree,25-34 years old,5.0,133000.0
Brazil,Less than a Bachelors,35-44 years old,7.0,17476.0
Brazil,Bachelor degree,35-44 years old,21.0,69174.0
India,Master degree,35-44 years old,12.0,26735.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,35-44 years old,22.0,113814.0
Netherlands,Post grad,45-54 years old,21.0,63808.0
United States of America,Bachelor degree,35-44 years old,5.0,65000.0
Canada,Bachelor degree,55-64 years old,25.0,94846.0
Germany,Bachelor degree,25-34 years old,8.0,90491.0
Germany,Master degree,25-34 years old,8.0,75410.0
United States of America,Bachelor degree,35-44 years old,8.0,190000.0
United States of America,Bachelor degree,55-64 years old,41.0,245000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,25-34 years old,6.0,42204.0
United States of America,Less than a Bachelors,45-54 years old,26.0,156000.0
Italy,Bachelor degree,35-44 years old,13.0,52207.0
United States of America,Post grad,35-44 years old,15.0,230000.0
United States of America,Master degree,25-34 years old,6.0,100000.0
United States of America,Bachelor degree,18-24 years old,5.0,80000.0
United States of America,Bachelor degree,45-54 years old,32.0,100000.0
United States of America,Bachelor degree,35-44 years old,10.0,110000.0
United Kingdom of Great Britain and Northern Ireland,Master degree,35-44 years old,15.0,77601.0
United States of America,Bachelor degree,45-54 years old,24.0,193000.0
United States of America,Master degree,35-44 years old,12.0,172000.0
United States of America,Bachelor degree,18-24 years old,3.0,55000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,45-54 years old,26.0,87131.0
United States of America,Master degree,35-44 years old,25.0,120000.0
Brazil,Bachelor degree,25-34 years old,4.0,20115.0
United States of America,Bachelor degree,55-64 years old,40.0,240000.0
United States of America,Bachelor degree,35-44 years old,19.0,195000.0
United States of America,Bachelor degree,35-44 years old,10.0,194543.0
Australia,Bachelor degree,35-44 years old,15.0,120592.0
Netherlands,Master degree,35-44 years old,10.0,85851.0
Canada,Post grad,35-44 years old,5.0,58367.0
Germany,Master degree,25-34 years old,8.0,139218.0
Germany,Bachelor degree,25-34 years old,5.0,104413.0
United States of America,Bachelor degree,35-44 years old,16.0,160000.0
United States of America,Master degree,45-54 years old,25.0,228000.0
United States of America,Bachelor degree,25-34 years old,5.0,185000.0
United States of America,Less than a Bachelors,35-44 years old,15.0,129250.0
India,Bachelor degree,35-44 years old,11.0,49983.0
India,Bachelor degree,18-24 years old,1.0,36034.0
United States of America,Less than a Bachelors,45-54 years old,28.0,250000.0
Italy,Master degree,25-34 years old,12.0,60328.0
India,Bachelor degree,25-34 years old,6.0,11624.0
United States of America,Bachelor degree,45-54 years old,32.0,145000.0
Italy,Bachelor degree,25-34 years old,9.0,52207.0
Spain,Less than a Bachelors,45-54 years old,30.0,69609.0
Germany,Less than a Bachelors,25-34 years old,7.0,58007.0
United States of America,Bachelor degree,25-34 years old,10.0,94500.0
United States of America,Bachelor degree,25-34 years old,5.0,90000.0
Germany,Bachelor degree,25-34 years old,6.0,81210.0
Spain,Bachelor degree,35-44 years old,10.0,69609.0
United States of America,Bachelor degree,25-34 years old,6.0,120000.0
Germany,Master degree,25-34 years old,8.0,83531.0
France,Master degree,25-34 years old,1.0,44086.0
France,Master degree,35-44 years old,22.0,87011.0
United States of America,Less than a Bachelors,25-34 years old,8.0,110000.0
United States of America,Less than a Bachelors,25-34 years old,12.0,170000.0
United States of America,Bachelor degree,55-64 years old,33.0,100000.0
United States of America,Bachelor degree,25-34 years old,6.0,140000.0
United States of America,Bachelor degree,35-44 years old,25.0,100000.0
United States of America,Bachelor degree,25-34 years old,8.0,150000.0
United Kingdom of Great Britain and Northern Ireland,Master degree,45-54 years old,30.0,149756.0
United States of America,Master degree,35-44 years old,15.0,182000.0
United States of America,Bachelor degree,45-54 years old,25.0,200000.0
Italy,Post grad,35-44 years old,6.0,67289.0
India,Bachelor degree,18-24 years old,1.0,11624.0
Ukraine,Master degree,25-34 years old,3.0,35000.0
Netherlands,Master degree,45-54 years old,26.0,73541.0
Germany,Master degree,25-34 years old,6.0,87011.0
United States of America,Master degree,35-44 years old,19.0,105000.0
United States of America,Less than a Bachelors,18-24 years old,1.0,64000.0
United States of America,Less than a Bachelors,35-44 years old,7.0,105000.0
Spain,Bachelor degree,25-34 years old,10.0,98612.0
United States of America,Bachelor degree,25-34 years old,7.0,130000.0
United States of America,Master degree,35-44 years old,11.0,27000.0
United States of America,Bachelor degree,25-34 years old,6.0,140000.0
Canada,Bachelor degree,35-44 years old,16.0,87550.0
Ukraine,Master degree,25-34 years old,12.0,76692.0
United States of America,Bachelor degree,35-44 years old,20.0,210000.0
United States of America,Less than a Bachelors,45-54 years old,29.0,120000.0
United States of America,Less than a Bachelors,35-44 years old,17.0,140000.0
Canada,Bachelor degree,25-34 years old,10.0,116733.0
United States of America,Bachelor degree,45-54 years old,22.0,125000.0
United States of America,Less than a Bachelors,35-44 years old,25.0,120000.0
United States of America,Bachelor degree,35-44 years old,10.0,150000.0
Ukraine,Master degree,45-54 years old,20.0,40743.0
Brazil,Bachelor degree,35-44 years old,17.0,36407.0
United States of America,Bachelor degree,55-64 years old,42.0,110000.0
United States of America,Bachelor degree,25-34 years old,7.0,165000.0
India,Bachelor degree,25-34 years old,2.0,10462.0
United States of America,Less than a Bachelors,55-64 years old,30.0,180000.0
United States of America,Less than a Bachelors,55-64 years old,27.0,130000.0
United States of America,Bachelor degree,35-44 years old,17.0,112860.0
United States of America,Master degree,45-54 years old,22.0,236000.0
United States of America,Bachelor degree,25-34 years old,5.0,119000.0
Germany,Master degree,35-44 years old,15.0,145018.0
Germany,Less than a Bachelors,25-34 years old,9.0,69609.0
United Kingdom of Great Britain and Northern Ireland,Master degree,45-54 years old,27.0,111636.0
United States of America,Bachelor degree,25-34 years old,4.0,112000.0
Australia,Bachelor degree,45-54 years old,25.0,110516.0
United States of America,Master degree,35-44 years old,11.0,232000.0
Germany,Master degree,35-44 years old,9.0,110214.0
Australia,Master degree,45-54 years old,25.0,110516.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,7.0,80596.0
United States of America,Bachelor degree,35-44 years old,18.0,197000.0
United States of America,Less than a Bachelors,35-44 years old,7.0,100000.0
Australia,Post grad,55-64 years old,40.0,104015.0
Brazil,Bachelor degree,45-54 years old,25.0,163833.0
United States of America,Bachelor degree,45-54 years old,15.0,150000.0
Germany,Less than a Bachelors,35-44 years old,25.0,92812.0
Australia,Less than a Bachelors,25-34 years old,8.0,71510.0
Italy,Master degree,25-34 years old,5.0,51046.0
United States of America,Less than a Bachelors,18-24 years old,2.0,37440.0
Brazil,Less than a Bachelors,25-34 years old,7.0,45509.0
United States of America,Bachelor degree,25-34 years old,5.0,75000.0
United States of America,Post grad,45-54 years old,16.0,100000.0
Canada,Master degree,45-54 years old,28.0,109438.0
United States of America,Bachelor degree,35-44 years old,1.0,100000.0
United States of America,Less than a Bachelors,45-54 years old,20.0,105000.0
Australia,Bachelor degree,45-54 years old,25.0,117017.0
Australia,Master degree,35-44 years old,17.0,117017.0
Australia,Bachelor degree,25-34 years old,7.0,52007.0
Canada,Less than a Bachelors,25-34 years old,14.0,62015.0
Canada,Bachelor degree,45-54 years old,36.0,160508.0
Germany,Less than a Bachelors,55-64 years old,34.0,84691.0
India,Bachelor degree,25-34 years old,9.0,45333.0
Spain,Bachelor degree,25-34 years old,13.0,81210.0
India,Bachelor degree,18-24 years old,3.0,34872.0
Germany,Bachelor degree,35-44 years old,17.0,129936.0
France,Master degree,55-64 years old,40.0,69609.0
United States of America,Less than a Bachelors,45-54 years old,35.0,185000.0
Canada,Master degree,55-64 years old,15.0,87550.0
Spain,Less than a Bachelors,35-44 years old,7.0,67289.0
Australia,Bachelor degree,25-34 years old,5.0,42256.0
France,Master degree,35-44 years old,21.0,54527.0
Australia,Bachelor degree,25-34 years old,11.0,92963.0
India,Bachelor degree,25-34 years old,3.0,11624.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,45-54 years old,12.0,81685.0
France,Bachelor degree,25-34 years old,10.0,32484.0
Spain,Post grad,18-24 years old,1.0,24363.0
Germany,Post grad,25-34 years old,7.0,69609.0
France,Master degree,25-34 years old,2.0,30164.0
Germany,Less than a Bachelors,25-34 years old,11.0,84691.0
Spain,Less than a Bachelors,25-34 years old,13.0,81210.0
Spain,Post grad,25-34 years old,6.0,42925.0
Italy,Less than a Bachelors,25-34 years old,3.0,31904.0
Canada,Master degree,35-44 years old,20.0,134973.0
Australia,Less than a Bachelors,45-54 years old,35.0,149522.0
Netherlands,Bachelor degree,45-54 years old,28.0,92812.0
Spain,Bachelor degree,35-44 years old,20.0,69609.0
Ukraine,Bachelor degree,18-24 years old,4.0,28800.0
Germany,Bachelor degree,35-44 years old,10.0,139218.0
France,Post grad,55-64 years old,43.0,174022.0
France,Master degree,35-44 years old,16.0,46406.0
Germany,Bachelor degree,35-44 years old,14.0,69609.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,11.0,142949.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,25-34 years old,8.0,54457.0
Germany,Bachelor degree,35-44 years old,15.0,69609.0
Spain,Bachelor degree,18-24 years old,2.0,27844.0
Italy,Master degree,25-34 years old,6.0,40605.0
Spain,Less than a Bachelors,25-34 years old,5.0,26683.0
India,Bachelor degree,25-34 years old,10.0,29060.0
France,Master degree,25-34 years old,5.0,58007.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,7.0,135052.0
India,Bachelor degree,18-24 years old,2.0,17436.0
Germany,Bachelor degree,35-44 years old,23.0,62648.0
Germany,Master degree,25-34 years old,3.0,63808.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,35-44 years old,20.0,118443.0
Netherlands,Less than a Bachelors,25-34 years old,7.0,46406.0
Ukraine,Bachelor degree,45-54 years old,33.0,77651.0
United States of America,Bachelor degree,25-34 years old,1.0,100000.0
Netherlands,Bachelor degree,25-34 years old,10.0,139218.0
Germany,Bachelor degree,25-34 years old,12.0,110214.0
France,Master degree,35-44 years old,10.0,116015.0
France,Master degree,25-34 years old,5.0,40373.0
France,Bachelor degree,25-34 years old,6.0,55687.0
Germany,Bachelor degree,25-34 years old,4.0,85851.0
United Kingdom of Great Britain and Northern Ireland,Master degree,35-44 years old,15.0,122527.0
Germany,Less than a Bachelors,25-34 years old,16.0,104413.0
United Kingdom of Great Britain and Northern Ireland,Master degree,55-64 years old,32.0,134780.0
India,Less than a Bachelors,35-44 years old,15.0,29060.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,35-44 years old,18.0,136141.0
India,Master degree,35-44 years old,14.0,32547.0
France,Post grad,25-34 years old,5.0,41765.0
France,Post grad,25-34 years old,5.0,60328.0
Spain,Master degree,45-54 years old,25.0,93972.0
Germany,Master degree,25-34 years old,2.0,63808.0
Germany,Post grad,35-44 years old,13.0,174022.0
India,Bachelor degree,25-34 years old,6.0,19761.0
Spain,Bachelor degree,35-44 years old,15.0,98612.0
Ukraine,Post grad,25-34 years old,5.0,36000.0
Germany,Bachelor degree,45-54 years old,9.0,34804.0
Germany,Less than a Bachelors,25-34 years old,1.0,38285.0
United States of America,Master degree,25-34 years old,6.0,190000.0
Germany,Master degree,25-34 years old,10.0,116015.0
India,Master degree,35-44 years old,13.0,75556.0
France,Master degree,35-44 years old,14.0,59167.0
India,Master degree,35-44 years old,11.0,15692.0
United States of America,Master degree,35-44 years old,19.0,187500.0
Spain,Bachelor degree,25-34 years old,6.0,69609.0
Spain,Less than a Bachelors,25-34 years old,5.0,34804.0
France,Master degree,55-64 years old,35.0,52207.0
Netherlands,Bachelor degree,25-34 years old,10.0,81210.0
United States of America,Bachelor degree,35-44 years old,17.0,245000.0
United States of America,Bachelor degree,35-44 years old,14.0,151000.0
United States of America,Bachelor degree,25-34 years old,11.0,175000.0
Spain,Bachelor degree,45-54 years old,23.0,85851.0
United States of America,Master degree,45-54 years old,29.0,195000.0
India,Bachelor degree,25-34 years old,5.0,17436.0
Germany,Post grad,25-34 years old,1.0,81210.0
Germany,Less than a Bachelors,18-24 years old,1.0,11833.0
Germany,Master degree,45-54 years old,25.0,116015.0
France,Master degree,25-34 years old,6.0,48726.0
France,Post grad,35-44 years old,12.0,139218.0
Italy,Less than a Bachelors,25-34 years old,3.0,34804.0
United States of America,Master degree,35-44 years old,15.0,215000.0
France,Master degree,25-34 years old,8.0,18562.0
Australia,Post grad,35-44 years old,15.0,110516.0
United States of America,Bachelor degree,35-44 years old,16.0,210000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,18-24 years old,4.0,35822.0
Germany,Master degree,35-44 years old,12.0,104413.0
India,Bachelor degree,25-34 years old,6.0,20923.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,5.0,102106.0
France,Master degree,25-34 years old,6.0,59167.0
India,Bachelor degree,25-34 years old,5.0,18598.0
France,Master degree,18-24 years old,1.0,41765.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,45-54 years old,29.0,136141.0
Netherlands,Less than a Bachelors,25-34 years old,7.0,63808.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,7.0,84408.0
Netherlands,Post grad,35-44 years old,15.0,116015.0
Netherlands,Master degree,25-34 years old,4.0,54527.0
Netherlands,Master degree,35-44 years old,18.0,99773.0
Canada,Bachelor degree,25-34 years old,5.0,58367.0
United States of America,Bachelor degree,35-44 years old,18.0,210000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,8.0,88492.0
Italy,Master degree,35-44 years old,10.0,66128.0
France,Less than a Bachelors,35-44 years old,14.0,61488.0
France,Post grad,25-34 years old,10.0,87011.0
Germany,Master degree,55-64 years old,28.0,102093.0
Spain,Less than a Bachelors,18-24 years old,2.0,25523.0
Netherlands,Less than a Bachelors,35-44 years old,10.0,95132.0
Brazil,Less than a Bachelors,25-34 years old,10.0,23665.0
United States of America,Bachelor degree,25-34 years old,5.0,115000.0
United States of America,Less than a Bachelors,55-64 years old,40.0,150000.0
United States of America,Master degree,25-34 years old,7.0,138000.0
Germany,Bachelor degree,25-34 years old,13.0,104413.0
United States of America,Master degree,25-34 years old,9.0,140000.0
United States of America,Bachelor degree,65 years or older,47.0,159000.0
France,Bachelor degree,25-34 years old,6.0,34804.0
Germany,Bachelor degree,25-34 years old,10.0,10673.0
United States of America,Bachelor degree,35-44 years old,17.0,120000.0
Italy,Master degree,35-44 years old,8.0,66128.0
Germany,Bachelor degree,35-44 years old,14.0,87011.0
Italy,Bachelor degree,45-54 years old,35.0,58007.0
United Kingdom of Great Britain and Northern Ireland,Post grad,45-54 years old,23.0,136141.0
Italy,Less than a Bachelors,25-34 years old,7.0,60328.0
Netherlands,Bachelor degree,25-34 years old,3.0,60328.0
Ukraine,Bachelor degree,18-24 years old,1.0,12079.0
Ukraine,Master degree,25-34 years old,8.0,30600.0
Germany,Master degree,35-44 years old,12.0,121815.0
France,Master degree,25-34 years old,6.0,71929.0
United States of America,Less than a Bachelors,25-34 years old,13.0,171000.0
France,Master degree,25-34 years old,12.0,45246.0
United Kingdom of Great Britain and Northern Ireland,Master degree,35-44 years old,14.0,204212.0
United States of America,Bachelor degree,35-44 years old,20.0,140000.0
United Kingdom of Great Britain and Northern Ireland,Master degree,18-24 years old,2.0,81685.0
France,Master degree,25-34 years old,11.0,64968.0
Brazil,Bachelor degree,45-54 years old,31.0,32767.0
Canada,Master degree,25-34 years old,7.0,44505.0
France,Master degree,25-34 years old,8.0,49886.0
United States of America,Bachelor degree,25-34 years old,7.0,120000.0
Netherlands,Master degree,25-34 years old,1.0,57427.0
United Kingdom of Great Britain and Northern Ireland,Master degree,25-34 years old,5.0,81685.0
Spain,Less than a Bachelors,18-24 years old,5.0,87011.0
Netherlands,Bachelor degree,18-24 years old,5.0,58007.0
India,Master degree,25-34 years old,6.0,25573.0
United States of America,Less than a Bachelors,65 years or older,27.0,93000.0
Germany,Master degree,45-54 years old,25.0,199545.0
Germany,Master degree,25-34 years old,8.0,91884.0
Spain,Master degree,45-54 years old,21.0,60328.0
Canada,Master degree,25-34 years old,6.0,64203.0
United States of America,Bachelor degree,25-34 years old,10.0,195000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,35-44 years old,19.0,122527.0
Canada,Bachelor degree,35-44 years old,16.0,215227.0
Italy,Post grad,25-34 years old,5.0,56847.0
Ukraine,Less than a Bachelors,45-54 years old,20.0,43139.0
Italy,Master degree,55-64 years old,40.0,34804.0
United States of America,Less than a Bachelors,35-44 years old,20.0,200000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,18-24 years old,1.0,50372.0
India,Master degree,25-34 years old,6.0,11624.0
Brazil,Bachelor degree,45-54 years old,10.0,21844.0
United States of America,Less than a Bachelors,25-34 years old,1.0,40000.0
United States of America,Less than a Bachelors,25-34 years old,10.0,240000.0
France,Bachelor degree,35-44 years old,18.0,168221.0
Germany,Bachelor degree,35-44 years old,12.0,63808.0
France,Master degree,35-44 years old,14.0,116015.0
United States of America,Less than a Bachelors,35-44 years old,17.0,48000.0
Ukraine,Bachelor degree,18-24 years old,2.0,16374.0
United Kingdom of Great Britain and Northern Ireland,Master degree,45-54 years old,30.0,74878.0
United States of America,Less than a Bachelors,45-54 years old,32.0,145000.0
India,Master degree,18-24 years old,1.0,30222.0
France,Master degree,25-34 years old,6.0,75410.0
Canada,Less than a Bachelors,35-44 years old,9.0,62015.0
Canada,Less than a Bachelors,18-24 years old,4.0,25535.0
United States of America,Less than a Bachelors,25-34 years old,5.0,171000.0
Italy,Bachelor degree,25-34 years old,5.0,92812.0
United States of America,Less than a Bachelors,25-34 years old,10.0,110000.0
Canada,Less than a Bachelors,35-44 years old,20.0,116733.0
United States of America,Bachelor degree,25-34 years old,2.0,200000.0
Germany,Master degree,35-44 years old,11.0,44550.0
United Kingdom of Great Britain and Northern Ireland,Master degree,45-54 years old,30.0,176984.0
Brazil,Post grad,35-44 years old,17.0,54611.0
Italy,Master degree,25-34 years old,2.0,110214.0
United States of America,Bachelor degree,35-44 years old,19.0,190000.0
United Kingdom of Great Britain and Northern Ireland,Master degree,25-34 years old,8.0,153840.0
Ukraine,Master degree,25-34 years old,9.0,23966.0
United States of America,Bachelor degree,25-34 years old,3.0,100000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,55-64 years old,31.0,137503.0
India,Bachelor degree,25-34 years old,8.0,49983.0
Brazil,Master degree,35-44 years old,23.0,61164.0
United States of America,Less than a Bachelors,35-44 years old,8.0,150000.0
Netherlands,Less than a Bachelors,18-24 years old,6.0,49234.0
United States of America,Less than a Bachelors,25-34 years old,12.0,150000.0
United States of America,Master degree,25-34 years old,5.0,110000.0
United States of America,Post grad,25-34 years old,8.0,115000.0
United States of America,Bachelor degree,35-44 years old,20.0,195000.0
United States of America,Less than a Bachelors,35-44 years old,3.0,80500.0
Germany,Less than a Bachelors,35-44 years old,24.0,69609.0
India,Bachelor degree,25-34 years old,10.0,66257.0
India,Bachelor degree,25-34 years old,9.0,20923.0
India,Bachelor degree,25-34 years old,8.0,46496.0
Ukraine,Bachelor degree,25-34 years old,6.0,90000.0
United States of America,Bachelor degree,25-34 years old,5.0,120000.0
United States of America,Bachelor degree,35-44 years old,2.0,112307.0
United States of America,Bachelor degree,45-54 years old,25.0,159000.0
United States of America,Bachelor degree,35-44 years old,25.0,162000.0
United States of America,Bachelor degree,35-44 years old,15.0,160000.0
United States of America,Less than a Bachelors,25-34 years old,4.0,120000.0
United States of America,Bachelor degree,25-34 years old,4.0,125000.0
United States of America,Bachelor degree,45-54 years old,29.0,170000.0
United Kingdom of Great Britain and Northern Ireland,Master degree,25-34 years old,3.0,81685.0
Canada,Less than a Bachelors,35-44 years old,14.0,109438.0
Canada,Bachelor degree,35-44 years old,19.0,129866.0
India,Bachelor degree,25-34 years old,8.0,46496.0
United States of America,Master degree,35-44 years old,14.0,115000.0
United States of America,Less than a Bachelors,25-34 years old,1.0,81000.0
Canada,Less than a Bachelors,25-34 years old,8.0,91198.0
Brazil,Bachelor degree,25-34 years old,5.0,36407.0
United States of America,Less than a Bachelors,35-44 years old,20.0,133250.0
Germany,Post grad,25-34 years old,11.0,63808.0
Germany,Master degree,25-34 years old,10.0,75410.0
France,Bachelor degree,25-34 years old,5.0,63808.0
Canada,Less than a Bachelors,55-64 years old,35.0,124029.0
United States of America,Post grad,35-44 years old,4.0,165000.0
United States of America,Less than a Bachelors,45-54 years old,30.0,175000.0
United States of America,Bachelor degree,25-34 years old,12.0,190000.0
Ukraine,Master degree,35-44 years old,15.0,47932.0
Germany,Master degree,35-44 years old,20.0,147339.0
United States of America,Bachelor degree,25-34 years old,8.0,200000.0
Spain,Master degree,25-34 years old,8.0,75410.0
United States of America,Bachelor degree,25-34 years old,6.0,108000.0
United States of America,Bachelor degree,45-54 years old,21.0,220000.0
United States of America,Bachelor degree,65 years or older,46.0,196000.0
France,Master degree,18-24 years old,3.0,23203.0
United States of America,Bachelor degree,55-64 years old,37.0,207000.0
United States of America,Bachelor degree,35-44 years old,5.0,12000.0
United States of America,Bachelor degree,25-34 years old,6.0,150000.0
United States of America,Bachelor degree,35-44 years old,20.0,160000.0
United States of America,Less than a Bachelors,18-24 years old,1.0,52000.0
United States of America,Bachelor degree,25-34 years old,9.0,145000.0
Netherlands,Bachelor degree,25-34 years old,7.0,57543.0
Germany,Master degree,35-44 years old,13.0,127616.0
United States of America,Less than a Bachelors,35-44 years old,4.0,70000.0
United States of America,Less than a Bachelors,25-34 years old,11.0,55000.0
United States of America,Bachelor degree,35-44 years old,22.0,110000.0
United States of America,Bachelor degree,25-34 years old,7.0,160000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,35-44 years old,18.0,204212.0
United States of America,Master degree,35-44 years old,15.0,136000.0
India,Bachelor degree,25-34 years old,4.0,27898.0
United States of America,Master degree,25-34 years old,2.0,110000.0
Germany,Bachelor degree,35-44 years old,4.0,46406.0
France,Master degree,25-34 years old,6.0,46406.0
United States of America,Master degree,25-34 years old,3.0,70000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor degree,25-34 years old,4.0,149756.0
United States of America,Bachelor degree,35-44 years old,14.0,200000.0
United States of America,Bachelor degree,35-44 years old,12.0,175000.0
Germany,Master degree,35-44 years old,18.0,105573.0
Brazil,Bachelor degree,25-34 years old,13.0,28216.0
Netherlands,Bachelor degree,35-44 years old,14.0,50118.0
Germany,Master degree,35-44 years old,5.0,46406.0
Italy,Bachelor degree,25-34 years old,5.0,23203.0
Ukraine,Master degree,25-34 years old,9.0,57519.0
France,Master degree,25-34 years old,4.0,52207.0
United States of America,Bachelor degree,25-34 years old,2.0,80000.0
Germany,Less than a Bachelors,55-64 years old,49.0,111374.0
Canada,Master degree,35-44 years old,12.0,218875.0
Spain,Bachelor degree,25-34 years old,5.0,185623.0
Brazil,Bachelor degree,35-44 years old,14.0,54611.0
Canada,Bachelor degree,25-34 years old,11.0,145917.0
Spain,Post grad,25-34 years old,12.0,46406.0
United Kingdom of Great Britain and Northern Ireland,Post grad,35-44 years old,10.0,208296.0
Germany,Bachelor degree,35-44 years old,16.0,116015.0
United States of America,Bachelor degree,45-54 years old,13.0,107000.0
United States of America,Bachelor degree,35-44 years old,16.0,150000.0
Canada,Bachelor degree,25-34 years old,6.0,71134.0
United States of America,Bachelor degree,35-44 years old,10.0,140000.0
Australia,Bachelor degree,25-34 years old,9.0,91013.0
United States of America,Bachelor degree,25-34 years old,5.0,132000.0
United States of America,Less than a Bachelors,35-44 years old,14.0,171500.0
United States of America,Bachelor degree,35-44 years old,13.0,150000.0
United States of America,Bachelor degree,25-34 years old,7.0,136000.0
United States of America,Bachelor degree,25-34 years old,3.0,94000.0
France,Post grad,35-44 years old,10.0,55687.0
Spain,Less than a Bachelors,45-54 years old,25.0,54527.0
Netherlands,Bachelor degree,55-64 years old,26.0,150819.0
United States of America,Bachelor degree,35-44 years old,17.0,155000.0
Canada,Less than a Bachelors,25-34 years old,8.0,69310.0
Australia,Post grad,55-64 years old,29.0,97514.0
United States of America,Post grad,35-44 years old,11.0,170000.0
Australia,Post grad,25-34 years old,8.0,84512.0
United States of America,Bachelor degree,35-44 years old,11.0,120000.0
United States of America,Bachelor degree,35-44 years old,13.0,190000.0
United States of America,Bachelor degree,25-34 years old,9.0,125000.0
France,Master degree,25-34 years old,5.0,66128.0
United States of America,Master degree,45-54 years old,18.0,185000.0
Canada,Bachelor degree,35-44 years old,17.0,164156.0
France,Less than a Bachelors,35-44 years old,5.0,48146.0
Italy,Master degree,25-34 years old,5.0,50466.0
United States of America,Less than a Bachelors,55-64 years old,8.0,105000.0
United Kingdom of Great Britain and Northern Ireland,Master degree,35-44 years old,12.0,88492.0
United States of America,Post grad,45-54 years old,18.0,217000.0
Australia,Bachelor degree,25-34 years old,12.0,61759.0
Canada,Bachelor degree,25-34 years old,4.0,81713.0
United States of America,Bachelor degree,25-34 years old,2.0,95000.0
United States of America,Bachelor degree,25-34 years old,7.0,230000.0
Brazil,Bachelor degree,35-44 years old,15.0,72815.0
Australia,Bachelor degree,25-34 years old,18.0,95564.0
United Kingdom of Great Britain and Northern Ireland,Master degree,18-24 years old,2.0,68071.0
France,Less than a Bachelors,18-24 years old,4.0,45246.0
United States of America,Bachelor degree,35-44 years old,14.0,250000.0
United States of America,Less than a Bachelors,35-44 years old,6.0,215000.0
Germany,Post grad,55-64 years old,30.0,104413.0
United States of America,Master degree,45-54 years old,28.0,230000.0
Brazil,Bachelor degree,25-34 years old,4.0,20024.0
United States of America,Bachelor degree,25-34 years old,7.0,105000.0
France,Master degree,25-34 years old,3.0,58007.0
United States of America,Less than a Bachelors,35-44 years old,6.0,60000.0
United States of America,Bachelor degree,25-34 years old,9.0,120000.0
United States of America,Bachelor degree,35-44 years old,32.0,207000.0
United States of America,Post grad,45-54 years old,20.0,163000.0
India,Bachelor degree,18-24 years old,5.0,11624.0
Brazil,Bachelor degree,35-44 years old,21.0,91018.0
Brazil,Less than a Bachelors,35-44 years old,9.0,60982.0
Brazil,Less than a Bachelors,25-34 years old,10.0,15291.0
United States of America,Bachelor degree,35-44 years old,20.0,220000.0
India,Bachelor degree,35-44 years old,21.0,69744.0
Australia,Post grad,25-34 years old,10.0,136520.0
India,Less than a Bachelors,35-44 years old,15.0,46496.0
United States of America,Master degree,25-34 years old,3.0,169000.0
United States of America,Bachelor degree,25-34 years old,6.0,91000.0
United States of America,Master degree,35-44 years old,5.0,110000.0
India,Bachelor degree,45-54 years old,22.0,66257.0
United States of America,Master degree,35-44 years old,12.0,250000.0
India,Bachelor degree,25-34 years old,7.0,56957.0
Germany,Post grad,25-34 years old,4.0,69609.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,45-54 years old,27.0,136141.0
