Country,YearsCodePro,Employment,EdLevel,ConvertedCompYearly,OrgSize,Age
United States of America,20.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",182000.0,"10,000 or more employees",45-54 years old
United States of America,6.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",125000.0,"10,000 or more employees",25-34 years old
Pakistan,5.0,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10767.0,100 to 499 employees,25-34 years old
Denmark,4.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",57601.0,"5,000 to 9,999 employees",25-34 years old
Brazil,10.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30024.0,"5,000 to 9,999 employees",25-34 years old
Poland,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",29696.0,"1,000 to 4,999 employees",18-24 years old
United States of America,8.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",189222.0,20 to 99 employees,35-44 years old
Spain,9.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",55851.0,"1,000 to 4,999 employees",35-44 years old
Germany,10.0,"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,66377.0,100 to 499 employees,25-34 years old
United States of America,7.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",210000.0,100 to 499 employees,25-34 years old
Austria,3.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",77873.0,"1,000 to 4,999 employees",25-34 years old
Germany,12.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",128887.0,20 to 99 employees,35-44 years old
United States of America,30.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",150000.0,"10,000 or more employees",45-54 years old
Ukraine,8.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100000.0,500 to 999 employees,25-34 years old
Canada,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",47763.0,20 to 99 employees,25-34 years old
United States of America,31.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",200000.0,20 to 99 employees,55-64 years old
Canada,25.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",106132.0,"1,000 to 4,999 employees",45-54 years old
Czech Republic,10.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40134.0,"10,000 or more employees",25-34 years old
Chile,9.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",57624.0,20 to 99 employees,35-44 years old
Switzerland,19.0,"Employed, full-time","Associate degree (A.A., A.S., etc.)",104732.0,Other,35-44 years old
United States of America,18.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,"5,000 to 9,999 employees",35-44 years old
Canada,6.0,"Employed, full-time",Some college/university study without earning a degree,116309.0,Other,25-34 years old
Spain,23.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",69814.0,100 to 499 employees,45-54 years old
United States of America,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,"1,000 to 4,999 employees",25-34 years old
United States of America,8.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",122000.0,100 to 499 employees,25-34 years old
Bosnia and Herzegovina,20.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35433.0,"5,000 to 9,999 employees",35-44 years old
United States of America,2.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",130000.0,100 to 499 employees,18-24 years old
Austria,18.0,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",107406.0,Other,35-44 years old
United States of America,32.0,"Employed, full-time",Some college/university study without earning a degree,200000.0,Other,45-54 years old
Brazil,4.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17903.0,"5,000 to 9,999 employees",25-34 years old
United States of America,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",67000.0,Other,25-34 years old
Morocco,2.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15075.0,Other,25-34 years old
United States of America,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",95000.0,Other,25-34 years old
United States of America,1.0,"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",48000.0,20 to 99 employees,25-34 years old
Spain,19.0,"Employed, full-time",Some college/university study without earning a degree,57999.0,Other,35-44 years old
United States of America,27.0,"Employed, full-time;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",145000.0,"10,000 or more employees",45-54 years old
United States of America,7.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",208000.0,"1,000 to 4,999 employees",25-34 years old
United States of America,1.0,"Student, full-time;Employed, part-time","Associate degree (A.A., A.S., etc.)",40000.0,Other,18-24 years old
Germany,5.0,"Student, part-time;Employed, part-time",Some college/university study without earning a degree,15466.0,100 to 499 employees,25-34 years old
United States of America,9.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",162000.0,20 to 99 employees,35-44 years old
United States of America,5.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",115000.0,"5,000 to 9,999 employees",25-34 years old
France,5.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",46185.0,20 to 99 employees,25-34 years old
Ukraine,7.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",64444.0,100 to 499 employees,35-44 years old
Australia,10.0,"Employed, full-time",Some college/university study without earning a degree,115615.0,20 to 99 employees,25-34 years old
United Kingdom of Great Britain and Northern Ireland,35.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",58598.0,"1,000 to 4,999 employees",45-54 years old
Colombia,7.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12188.0,Other,Under 18 years old
United States of America,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",200000.0,500 to 999 employees,18-24 years old
United States of America,26.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",90000.0,"10,000 or more employees",45-54 years old
United States of America,7.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",105000.0,100 to 499 employees,25-34 years old
Brazil,12.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32635.0,"5,000 to 9,999 employees",25-34 years old
United Kingdom of Great Britain and Northern Ireland,18.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",95541.0,"5,000 to 9,999 employees",35-44 years old
Germany,14.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",81629.0,20 to 99 employees,45-54 years old
Cyprus,20.0,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,210000.0,Other,25-34 years old
United States of America,5.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",150000.0,"5,000 to 9,999 employees",25-34 years old
United States of America,10.0,"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,106000.0,20 to 99 employees,35-44 years old
New Zealand,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",48489.0,"1,000 to 4,999 employees",25-34 years old
Latvia,10.0,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",93443.0,Other,35-44 years old
United States of America,0.5,"Student, part-time;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27477.0,20 to 99 employees,25-34 years old
United Kingdom of Great Britain and Northern Ireland,10.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",63694.0,Other,45-54 years old
United States of America,3.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",145000.0,20 to 99 employees,25-34 years old
Poland,6.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",63549.0,Other,25-34 years old
Italy,2.0,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",26852.0,Other,18-24 years old
Ukraine,5.0,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3497.0000000000005,100 to 499 employees,35-44 years old
Ukraine,8.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3800.0,500 to 999 employees,35-44 years old
United States of America,10.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,20 to 99 employees,25-34 years old
Germany,13.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",123517.0,Other,35-44 years old
United States of America,12.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",70000.0,Other,35-44 years old
Ukraine,2.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",4443.0,20 to 99 employees,25-34 years old
Australia,5.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",132132.0,20 to 99 employees,35-44 years old
United States of America,4.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",37200.0,Other,18-24 years old
Italy,5.0,"Student, part-time;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25777.0,Other,25-34 years old
Spain,15.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24489.0,100 to 499 employees,55-64 years old
Turkey,21.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",46370.0,100 to 499 employees,45-54 years old
Ukraine,31.0,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3497.0000000000005,Other,45-54 years old
United States of America,30.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",133000.0,"5,000 to 9,999 employees",55-64 years old
United States of America,5.0,"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",135000.0,"10,000 or more employees",25-34 years old
Switzerland,0.5,"Student, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15598.0,20 to 99 employees,18-24 years old
Czech Republic,26.0,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,69496.0,Other,45-54 years old
United States of America,8.0,"Employed, full-time;Student, full-time;Employed, part-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45000.0,"10,000 or more employees",25-34 years old
Finland,14.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",80555.0,20 to 99 employees,35-44 years old
United States of America,5.0,"Employed, full-time",Some college/university study without earning a degree,72000.0,20 to 99 employees,35-44 years old
Germany,6.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",53703.0,Other,25-34 years old
United Kingdom of Great Britain and Northern Ireland,8.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",127388.0,"10,000 or more employees",25-34 years old
United States of America,12.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",80000.0,Other,35-44 years old
Argentina,3.0,"Employed, full-time;Student, full-time","Associate degree (A.A., A.S., etc.)",30000.0,100 to 499 employees,18-24 years old
United States of America,5.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",120000.0,"10,000 or more employees",25-34 years old
United States of America,42.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",136000.0,"10,000 or more employees",65 years or older
Brazil,33.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3730.0,"5,000 to 9,999 employees",45-54 years old
Canada,2.0,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,79235.0,20 to 99 employees,25-34 years old
United States of America,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",77000.0,20 to 99 employees,18-24 years old
Germany,5.0,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",69814.0,Other,25-34 years old
United States of America,10.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",80000.0,100 to 499 employees,35-44 years old
Canada,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",85051.0,100 to 499 employees,25-34 years old
Germany,4.0,"Employed, full-time","Associate degree (A.A., A.S., etc.)",53703.0,20 to 99 employees,25-34 years old
Brazil,3.0,"Employed, full-time","Associate degree (A.A., A.S., etc.)",13054.0,"5,000 to 9,999 employees",25-34 years old
United States of America,6.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",75000.0,100 to 499 employees,25-34 years old
Germany,0.5,"Student, full-time;Employed, part-time",Some college/university study without earning a degree,3497.0000000000005,20 to 99 employees,18-24 years old
Ukraine,0.5,"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15000.0,100 to 499 employees,18-24 years old
United States of America,8.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",105000.0,100 to 499 employees,25-34 years old
Canada,0.5,"Employed, full-time","Associate degree (A.A., A.S., etc.)",34166.0,Other,18-24 years old
Brazil,5.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,Other,25-34 years old
Ukraine,11.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",63600.0,20 to 99 employees,25-34 years old
Ukraine,6.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",37026.0,"10,000 or more employees",25-34 years old
Ecuador,11.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",36000.0,20 to 99 employees,35-44 years old
Uruguay,9.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",78000.0,100 to 499 employees,25-34 years old
Germany,5.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",69814.0,500 to 999 employees,25-34 years old
United States of America,10.0,"Employed, full-time;Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,62000.0,500 to 999 employees,35-44 years old
Colombia,6.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14131.0,20 to 99 employees,25-34 years old
United Kingdom of Great Britain and Northern Ireland,30.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",210000.0,"10,000 or more employees",45-54 years old
United States of America,1.0,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",45000.0,100 to 499 employees,18-24 years old
Pakistan,11.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3497.0000000000005,100 to 499 employees,25-34 years old
United States of America,9.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,"10,000 or more employees",25-34 years old
Lithuania,0.5,"Employed, full-time;Student, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",32222.0,"1,000 to 4,999 employees",18-24 years old
United Kingdom of Great Britain and Northern Ireland,2.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40764.0,"1,000 to 4,999 employees",18-24 years old
Sri Lanka,0.5,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",82304.0,100 to 499 employees,25-34 years old
France,5.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",41888.0,20 to 99 employees,25-34 years old
Netherlands,19.0,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",210000.0,Other,45-54 years old
United States of America,10.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",160000.0,"10,000 or more employees",35-44 years old
Canada,0.5,"Employed, full-time",Some college/university study without earning a degree,24716.0,Other,18-24 years old
United States of America,8.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",174000.0,20 to 99 employees,25-34 years old
Canada,12.0,"Independent contractor, freelancer, or self-employed","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",50885.0,Other,35-44 years old
United States of America,6.0,"Employed, full-time","Associate degree (A.A., A.S., etc.)",80123.0,20 to 99 employees,25-34 years old
France,4.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",48333.0,20 to 99 employees,25-34 years old
Canada,10.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",130847.0,"5,000 to 9,999 employees",35-44 years old
United States of America,7.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",167000.0,"5,000 to 9,999 employees",25-34 years old
Canada,30.0,"Employed, full-time",Some college/university study without earning a degree,210000.0,20 to 99 employees,45-54 years old
Poland,10.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",74239.0,"5,000 to 9,999 employees",35-44 years old
Ireland,20.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",128887.0,20 to 99 employees,45-54 years old
United States of America,4.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",120000.0,"10,000 or more employees",25-34 years old
Israel,3.0,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",42095.0,"5,000 to 9,999 employees",18-24 years old
Germany,22.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",102036.0,"1,000 to 4,999 employees",35-44 years old
Netherlands,7.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",98814.0,"10,000 or more employees",25-34 years old
Germany,18.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",111702.0,500 to 999 employees,45-54 years old
United States of America,5.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",99500.0,100 to 499 employees,25-34 years old
Netherlands,35.0,"Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",61564.0,500 to 999 employees,55-64 years old
Viet Nam,3.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17687.0,Other,18-24 years old
Germany,9.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",75184.0,"10,000 or more employees",25-34 years old
Germany,16.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",73036.0,"1,000 to 4,999 employees",25-34 years old
United States of America,24.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,"10,000 or more employees",45-54 years old
Switzerland,11.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",210000.0,"10,000 or more employees",25-34 years old
Israel,3.0,"Employed, full-time",Some college/university study without earning a degree,71238.0,100 to 499 employees,18-24 years old
Australia,15.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",132132.0,"1,000 to 4,999 employees",45-54 years old
Portugal,2.0,"Employed, full-time;Student, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",150369.0,100 to 499 employees,18-24 years old
Ukraine,16.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",86394.0,"1,000 to 4,999 employees",35-44 years old
Poland,2.0,"Student, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24499.0,500 to 999 employees,18-24 years old
United States of America,15.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",120000.0,100 to 499 employees,35-44 years old
United States of America,18.0,"Employed, full-time","Associate degree (A.A., A.S., etc.)",180000.0,500 to 999 employees,35-44 years old
United Kingdom of Great Britain and Northern Ireland,2.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",56051.0,20 to 99 employees,25-34 years old
Brazil,16.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",74000.0,100 to 499 employees,35-44 years old
United States of America,2.0,"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30000.0,Other,18-24 years old
Turkey,5.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",29677.0,100 to 499 employees,25-34 years old
United States of America,4.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",115000.0,"10,000 or more employees",18-24 years old
United States of America,34.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",144000.0,Other,55-64 years old
Bosnia and Herzegovina,8.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26322.0,20 to 99 employees,35-44 years old
United Kingdom of Great Britain and Northern Ireland,4.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",48407.0,"1,000 to 4,999 employees",18-24 years old
Poland,1.0,"Student, full-time;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21381.0,"1,000 to 4,999 employees",18-24 years old
Brazil,12.0,"Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",46622.0,Other,45-54 years old
Slovakia,10.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",64444.0,"1,000 to 4,999 employees",25-34 years old
Serbia,6.0,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",60000.0,Other,25-34 years old
Ukraine,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3497.0000000000005,20 to 99 employees,18-24 years old
Ukraine,12.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",114000.0,"5,000 to 9,999 employees",25-34 years old
United States of America,17.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",65000.0,100 to 499 employees,55-64 years old
United States of America,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",105000.0,"10,000 or more employees",18-24 years old
Germany,3.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",68740.0,500 to 999 employees,25-34 years old
Spain,4.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",26852.0,100 to 499 employees,25-34 years old
United States of America,8.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,"1,000 to 4,999 employees",25-34 years old
Ukraine,1.0,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3497.0000000000005,20 to 99 employees,18-24 years old
Colombia,1.0,"Employed, full-time",Some college/university study without earning a degree,3497.0000000000005,20 to 99 employees,18-24 years old
United States of America,2.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",180000.0,500 to 999 employees,18-24 years old
United States of America,8.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",95400.0,20 to 99 employees,25-34 years old
Ukraine,17.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",120000.0,Other,35-44 years old
Slovenia,18.0,"Employed, full-time","Associate degree (A.A., A.S., etc.)",3497.0000000000005,20 to 99 employees,35-44 years old
United States of America,10.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",98000.0,20 to 99 employees,45-54 years old
United States of America,11.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",200000.0,Other,35-44 years old
Poland,10.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",68300.0,20 to 99 employees,35-44 years old
Netherlands,2.0,"Student, full-time;Employed, part-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",47259.0,Other,18-24 years old
Finland,16.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",80555.0,"1,000 to 4,999 employees",35-44 years old
Argentina,5.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17736.0,500 to 999 employees,25-34 years old
Brazil,11.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",29838.0,100 to 499 employees,25-34 years old
United States of America,12.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",190000.0,20 to 99 employees,25-34 years old
Italy,4.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",38666.0,Other,25-34 years old
United States of America,4.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",128000.0,"10,000 or more employees",25-34 years old
United States of America,14.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",128949.0,"10,000 or more employees",35-44 years old
New Zealand,3.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",39947.0,Other,25-34 years old
Canada,34.0,"Employed, full-time","Associate degree (A.A., A.S., etc.)",116309.0,100 to 499 employees,55-64 years old
Poland,12.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",61866.0,100 to 499 employees,35-44 years old
Sweden,11.0,"Employed, full-time",Some college/university study without earning a degree,76307.0,20 to 99 employees,35-44 years old
United States of America,10.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",118000.0,100 to 499 employees,25-34 years old
Ukraine,4.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",49200.0,100 to 499 employees,25-34 years old
Italy,5.0,"Employed, full-time;Independent contractor, freelancer, or self-employed","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32222.0,"1,000 to 4,999 employees",25-34 years old
United States of America,25.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",210000.0,Other,35-44 years old
United States of America,12.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",75000.0,100 to 499 employees,35-44 years old
United Kingdom of Great Britain and Northern Ireland,8.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",146496.0,"5,000 to 9,999 employees",25-34 years old
Canada,14.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",61062.0,100 to 499 employees,45-54 years old
Mexico,5.0,"Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",16173.0,Other,25-34 years old
Turkey,7.0,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",55645.0,100 to 499 employees,25-34 years old
Poland,14.0,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",133631.0,100 to 499 employees,35-44 years old
Sweden,15.0,"Employed, full-time",Some college/university study without earning a degree,59710.0,20 to 99 employees,35-44 years old
